communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,ViolentCrimesPerPop,state_1,state_2,state_4,state_5,state_6,state_8,state_9,state_10,state_11,state_12,state_13,state_16,state_18,state_19,state_20,state_21,state_22,state_23,state_24,state_25,state_27,state_28,state_29,state_32,state_33,state_34,state_35,state_36,state_37,state_38,state_39,state_40,state_41,state_42,state_44,state_45,state_46,state_47,state_48,state_49,state_50,state_51,state_53,state_54,state_55,state_56,>0.06black,high_crime
Oxfordtown,10,0.0,0.52,0.01,0.98,0.04,0.01,0.43,0.48,0.28,0.33,0.01,0.67,0.41,0.68,0.12,0.41,0.45,0.34,0.4,0.4,0.31,0.3,0.7,0.07,0.58,0.42,0.0,0.11,0.26,0.44,0.25,0.42,0.6,0.52,0.29,0.47,0.33,0.36,0.35,0.4,0.4,0.57,0.73,0.74,0.69,0.7,0.53,0.67,0.0,0.09,0.0,0.28,0.33,0.3,0.33,0.06,0.06,0.05,0.05,0.91,0.04,0.2,0.21,0.56,0.64,0.32,0.74,0.06,0.42,0.5,0.01,0.89,0.68,0.14,0.53,0.5,0.08,0.34,0.32,0.29,0.26,0.29,0.4,0.46,0.41,0.4,0.63,0.54,0.0,0.0,0.09,0.89,0.79,0.9,0.85,0.08,0.04,0.03,0.0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ElRenocity,7,0.01,0.56,0.18,0.71,0.03,0.08,0.37,0.42,0.24,0.46,0.0,0.0,0.17,0.44,1.0,0.37,0.56,0.29,0.5,0.2,0.17,0.2,0.13,0.09,0.07,0.29,0.03,0.55,0.38,0.48,0.14,0.51,0.21,0.21,0.33,0.54,0.28,0.87,0.31,0.56,0.73,0.47,0.54,0.55,0.49,0.59,0.54,0.59,0.01,0.26,0.0,0.23,0.2,0.31,0.43,0.04,0.03,0.04,0.05,0.9,0.08,0.26,0.24,0.44,0.37,0.54,0.58,0.18,0.53,0.5,0.05,0.38,0.62,0.32,0.85,0.35,0.72,0.28,0.03,0.04,0.05,0.1,0.13,0.16,0.18,0.66,0.29,0.44,0.0,0.0,0.06,0.66,0.45,0.56,0.56,0.23,0.02,0.0,0.0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Massilloncity,3,0.03,0.39,0.19,0.84,0.01,0.01,0.4,0.44,0.29,0.52,0.05,1.0,0.2,0.34,0.17,0.41,0.64,0.48,0.75,0.21,0.2,0.2,0.21,0.22,0.32,0.29,0.04,0.38,0.32,0.53,0.11,0.6,0.28,0.65,0.39,0.69,0.26,0.5,0.39,0.59,0.58,0.42,0.55,0.53,0.52,0.46,0.4,0.4,0.02,0.32,0.0,0.06,0.05,0.04,0.05,0.0,0.0,0.0,0.0,0.96,0.03,0.2,0.19,0.4,0.4,0.39,0.62,0.06,0.46,0.5,0.04,0.79,0.61,0.3,0.59,0.15,0.31,0.17,0.06,0.05,0.06,0.12,0.15,0.14,0.19,0.47,0.22,0.4,0.01,0.0,0.03,0.87,0.72,0.89,0.87,0.04,0.2,0.01,0.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Indianolacity,5,0.0,0.48,0.01,0.99,0.02,0.01,0.64,0.58,0.5,0.43,0.0,0.0,0.28,0.54,1.0,0.58,0.53,0.2,0.43,0.31,0.24,0.23,0.04,0.21,0.08,0.13,0.01,0.18,0.2,0.23,0.34,0.16,0.64,0.24,0.5,0.34,0.37,0.37,0.41,0.37,0.38,0.42,0.69,0.74,0.81,0.6,0.86,0.96,0.0,0.07,0.0,0.19,0.35,0.28,0.24,0.01,0.01,0.01,0.01,0.98,0.01,0.12,0.12,0.4,0.51,0.22,0.63,0.06,0.52,0.5,0.01,0.88,0.56,0.0,0.2,0.56,0.14,0.11,0.13,0.11,0.09,0.17,0.21,0.21,0.18,0.23,0.2,0.32,0.0,0.0,0.01,0.88,0.49,0.55,0.84,0.02,0.11,0.04,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brookfieldtown,7,0.01,0.55,0.01,0.96,0.1,0.03,0.39,0.4,0.25,0.24,0.02,0.73,0.8,0.77,0.4,0.77,0.31,0.06,0.37,0.75,0.66,0.64,0.59,0.14,0.43,0.56,0.0,0.05,0.1,0.14,0.67,0.22,0.72,0.55,0.41,0.18,0.67,0.23,0.35,0.28,0.27,0.56,0.91,0.92,0.95,0.81,0.41,0.5,0.0,0.04,0.01,0.28,0.29,0.33,0.37,0.14,0.13,0.13,0.14,0.83,0.04,0.18,0.21,0.6,0.62,0.31,0.91,0.03,0.22,0.5,0.02,0.69,0.88,0.11,0.43,0.63,0.02,0.06,0.59,0.6,0.63,0.78,0.78,0.91,0.85,0.39,0.65,0.53,0.0,0.0,0.21,0.32,0.59,0.64,0.42,0.06,0.06,0.11,0.0,0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamdentown,10,0.07,0.38,0.17,0.84,0.11,0.04,0.35,0.41,0.3,0.64,0.08,0.96,0.5,0.54,0.11,0.71,0.63,0.17,0.62,0.53,0.49,0.48,0.42,0.18,0.38,0.43,0.02,0.1,0.24,0.24,0.52,0.2,0.56,0.3,0.69,0.2,0.58,0.28,0.42,0.29,0.3,0.4,0.78,0.79,0.88,0.76,0.56,0.68,0.01,0.11,0.02,0.19,0.26,0.31,0.34,0.1,0.11,0.12,0.12,0.82,0.06,0.14,0.14,0.36,0.44,0.2,0.71,0.04,0.49,0.5,0.06,0.81,0.65,0.1,0.44,0.38,0.06,0.18,0.43,0.41,0.39,0.56,0.58,0.63,0.6,0.65,0.53,0.58,0.02,0.0,0.21,0.67,0.69,0.8,0.72,0.09,0.13,0.17,0.62,0.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Olympiacity,5,0.04,0.23,0.02,0.88,0.29,0.05,0.36,0.45,0.3,0.46,0.05,1.0,0.27,0.5,0.44,0.61,0.46,0.32,0.63,0.34,0.35,0.35,0.34,0.16,0.26,0.39,0.04,0.34,0.11,0.17,0.54,0.42,0.5,0.15,0.46,0.22,0.64,0.74,0.42,0.77,0.79,0.32,0.51,0.57,0.58,0.4,0.6,0.73,0.01,0.22,0.01,0.24,0.29,0.38,0.45,0.1,0.11,0.13,0.14,0.89,0.07,0.13,0.1,0.24,0.35,0.2,0.45,0.11,0.62,0.0,0.05,0.76,0.41,0.14,0.18,0.65,0.17,0.47,0.16,0.15,0.16,0.3,0.32,0.34,0.33,0.56,0.38,0.24,0.02,0.02,0.18,0.44,0.3,0.45,0.55,0.04,0.17,0.18,0.0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tucsoncity,1,0.64,0.35,0.08,0.62,0.13,0.54,0.5,0.6,0.46,0.4,0.64,1.0,0.17,0.51,0.2,0.4,0.45,0.31,0.49,0.2,0.21,0.24,0.24,0.12,0.18,0.26,0.72,0.53,0.32,0.36,0.32,0.53,0.43,0.19,0.56,0.28,0.4,0.64,0.58,0.69,0.7,0.47,0.45,0.46,0.54,0.45,0.52,0.52,0.29,0.35,0.29,0.45,0.5,0.51,0.53,0.34,0.33,0.3,0.29,0.53,0.27,0.33,0.25,0.36,0.42,0.34,0.42,0.33,0.71,0.0,1.0,0.53,0.4,0.16,0.26,0.67,0.41,0.22,0.13,0.12,0.12,0.24,0.25,0.27,0.23,0.68,0.48,0.33,0.26,0.23,0.32,0.3,0.37,0.56,0.4,0.46,0.22,0.24,0.41,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ClevelandHeightscity,10,0.07,0.4,0.72,0.39,0.13,0.02,0.41,0.48,0.3,0.38,0.09,1.0,0.4,0.63,0.2,0.57,0.41,0.23,0.39,0.44,0.45,0.54,0.35,0.16,0.32,0.42,0.04,0.21,0.12,0.18,0.74,0.27,0.58,0.26,1.0,0.23,0.79,0.36,0.6,0.57,0.5,0.54,0.56,0.6,0.8,0.57,0.54,0.68,0.02,0.24,0.03,0.61,0.51,0.47,0.43,0.31,0.23,0.19,0.16,0.83,0.11,0.34,0.28,0.41,0.56,0.2,0.63,0.05,0.34,0.5,0.04,0.87,0.55,0.1,0.44,0.0,0.04,0.07,0.16,0.13,0.14,0.37,0.37,0.39,0.37,0.47,0.34,0.4,0.0,0.0,0.21,0.62,0.65,0.77,0.68,0.02,0.56,0.39,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rutherfordborough,2,0.01,0.44,0.06,0.84,0.4,0.11,0.41,0.47,0.35,0.53,0.03,1.0,0.57,0.59,0.16,0.75,0.61,0.12,0.59,0.62,0.53,0.54,0.35,0.0,0.33,0.57,0.01,0.08,0.24,0.28,0.52,0.22,0.53,0.34,0.39,0.24,0.58,0.24,0.55,0.29,0.28,0.52,0.82,0.84,0.82,0.88,0.43,0.54,0.0,0.11,0.02,0.4,0.39,0.43,0.42,0.45,0.38,0.38,0.35,0.66,0.21,0.25,0.23,0.45,0.55,0.24,0.69,0.09,0.49,0.5,0.03,0.71,0.62,0.23,0.53,0.0,0.07,0.08,0.59,0.54,0.5,0.59,0.6,0.67,0.6,0.41,0.47,0.76,0.0,0.0,0.48,0.6,0.83,0.67,0.67,0.01,0.53,1.0,0.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WestWhitelandtownship,3,0.0,0.46,0.08,0.91,0.08,0.02,0.34,0.51,0.26,0.21,0.02,0.98,0.64,0.84,0.26,0.72,0.23,0.03,0.3,0.61,0.56,0.55,0.41,1.0,0.58,0.62,0.0,0.02,0.07,0.08,0.72,0.14,0.73,0.44,0.56,0.15,0.8,0.31,0.41,0.3,0.31,0.47,0.87,0.83,0.92,0.77,0.18,0.26,0.0,0.03,0.0,0.35,0.32,0.36,0.39,0.11,0.09,0.09,0.09,0.91,0.01,0.17,0.17,0.48,0.58,0.23,0.73,0.02,0.33,0.5,0.01,0.77,0.66,0.05,0.33,0.77,0.06,0.0,0.39,0.38,0.37,0.64,0.56,0.65,0.64,0.3,0.56,0.19,0.0,0.0,0.13,0.61,0.46,0.43,0.5,0.04,0.08,0.23,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Astontownship,10,0.01,0.58,0.01,0.99,0.02,0.01,0.42,0.43,0.26,0.41,0.02,1.0,0.53,0.67,0.65,0.71,0.49,0.22,0.62,0.48,0.38,0.36,0.54,0.61,0.38,0.35,0.0,0.07,0.23,0.32,0.32,0.16,0.63,0.51,0.39,0.36,0.43,0.26,0.37,0.24,0.26,0.58,0.82,0.83,0.9,0.74,0.63,0.75,0.0,0.07,0.0,0.05,0.13,0.1,0.09,0.01,0.02,0.01,0.01,0.93,0.03,0.26,0.29,0.62,0.63,0.33,0.93,0.04,0.24,0.5,0.0,0.95,0.9,0.14,0.41,0.46,0.05,0.0,0.31,0.3,0.29,0.45,0.4,0.4,0.43,0.35,0.4,0.31,0.0,0.0,0.07,0.91,0.85,0.93,0.9,0.01,0.22,0.1,0.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guilfordtown,1,0.02,0.49,0.01,0.98,0.05,0.03,0.37,0.32,0.2,0.3,0.0,0.09,0.73,0.77,0.19,0.79,0.32,0.06,0.36,0.7,0.67,0.65,0.69,0.44,0.4,0.79,0.0,0.06,0.07,0.12,0.71,0.18,0.72,0.4,0.62,0.19,0.73,0.32,0.32,0.35,0.35,0.49,0.86,0.89,0.89,0.81,0.6,0.58,0.0,0.04,0.01,0.42,0.32,0.34,0.31,0.13,0.08,0.08,0.07,0.93,0.03,0.15,0.17,0.53,0.56,0.27,0.88,0.03,0.29,0.5,0.03,0.7,0.84,0.09,0.95,0.65,0.02,0.0,0.59,0.61,0.62,0.61,0.63,0.79,0.69,0.49,0.53,0.44,0.0,0.0,0.12,0.64,0.74,0.81,0.73,0.14,0.03,0.06,0.0,0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MountVernoncity,10,0.09,0.45,1.0,0.08,0.11,0.14,0.36,0.46,0.29,0.47,0.11,1.0,0.38,0.56,0.09,0.37,0.51,0.46,0.46,0.4,0.37,0.46,0.36,0.28,0.35,0.42,0.07,0.3,0.4,0.51,0.32,0.47,0.48,0.25,0.62,0.33,0.43,0.49,0.6,0.56,0.56,0.58,0.29,0.27,0.41,0.27,0.5,0.57,0.11,0.78,0.1,0.32,0.42,0.49,0.54,0.49,0.56,0.59,0.6,0.66,0.27,0.46,0.39,0.48,0.63,0.43,0.23,0.4,0.75,0.0,0.05,0.86,0.2,0.41,0.52,0.0,0.3,0.31,0.55,0.6,0.62,0.39,0.44,0.54,0.42,0.38,0.6,0.9,0.07,0.0,0.65,0.58,0.78,0.8,0.81,0.01,1.0,1.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Maryvillecity,10,0.01,0.35,0.06,0.94,0.06,0.01,0.41,0.41,0.31,0.63,0.03,1.0,0.22,0.31,0.37,0.51,0.66,0.42,0.65,0.27,0.28,0.28,0.18,0.48,0.08,0.12,0.02,0.36,0.49,0.49,0.38,0.4,0.28,0.32,0.57,0.38,0.47,0.5,0.28,0.57,0.57,0.33,0.58,0.61,0.58,0.71,0.39,0.39,0.0,0.09,0.0,0.66,0.61,0.53,0.67,0.06,0.05,0.04,0.04,0.97,0.02,0.07,0.08,0.32,0.35,0.29,0.59,0.05,0.48,0.5,0.03,0.73,0.57,0.07,0.46,0.52,0.4,0.47,0.11,0.12,0.13,0.07,0.13,0.15,0.14,0.45,0.26,0.28,0.0,0.0,0.03,0.69,0.49,0.62,0.58,0.04,0.12,0.01,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Maryvillecity,2,0.0,0.62,0.03,0.95,0.08,0.01,1.0,1.0,1.0,0.37,0.0,0.0,0.1,0.48,1.0,0.58,0.49,0.31,0.18,0.21,0.13,0.12,0.05,0.0,0.28,0.16,0.02,0.72,0.31,0.27,0.42,0.34,0.39,0.24,0.7,0.34,0.43,0.18,0.98,0.19,0.2,0.39,0.64,0.7,0.55,0.65,0.87,1.0,0.0,0.12,0.0,0.96,1.0,0.93,0.84,0.1,0.09,0.07,0.06,0.96,0.05,0.18,0.14,0.29,0.4,0.22,0.46,0.05,0.57,0.0,0.01,0.75,0.41,0.09,0.47,0.52,0.2,0.7,0.07,0.07,0.08,0.12,0.15,0.14,0.12,0.88,0.23,0.28,0.0,0.0,0.04,0.61,0.26,0.21,0.21,0.01,0.2,0.0,0.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beltoncity,9,0.01,0.54,0.05,0.94,0.05,0.04,0.42,0.53,0.29,0.19,0.03,1.0,0.32,0.77,0.16,0.36,0.23,0.17,0.42,0.31,0.23,0.22,0.24,0.15,0.23,0.35,0.01,0.17,0.18,0.32,0.17,0.33,0.73,0.38,0.28,0.48,0.25,0.55,0.24,0.61,0.6,0.56,0.7,0.73,0.88,0.52,0.46,0.62,0.0,0.09,0.0,0.25,0.22,0.24,0.25,0.03,0.02,0.02,0.02,0.95,0.03,0.23,0.23,0.57,0.52,0.65,0.6,0.13,0.41,0.5,0.02,0.74,0.63,0.02,0.26,0.67,0.29,0.18,0.11,0.1,0.09,0.24,0.26,0.3,0.29,0.36,0.32,0.22,0.0,0.0,0.05,0.57,0.38,0.33,0.46,0.03,0.12,0.02,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northglenncity,9,0.03,0.5,0.03,0.86,0.12,0.27,0.45,0.52,0.33,0.19,0.04,1.0,0.38,0.77,0.12,0.45,0.24,0.21,0.46,0.37,0.29,0.28,0.34,0.16,0.29,0.39,0.01,0.13,0.12,0.28,0.21,0.31,0.7,0.38,0.26,0.53,0.29,0.6,0.39,0.61,0.63,0.53,0.63,0.61,0.73,0.71,0.66,0.74,0.01,0.13,0.01,0.09,0.17,0.23,0.3,0.02,0.04,0.05,0.06,0.86,0.06,0.31,0.3,0.54,0.62,0.42,0.6,0.11,0.32,0.5,0.03,0.78,0.56,0.03,0.5,0.58,0.18,0.08,0.17,0.13,0.12,0.31,0.31,0.41,0.3,0.42,0.49,0.32,0.0,0.0,0.1,0.48,0.58,0.61,0.75,0.02,0.33,0.14,0.0,0.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HainesCitycity,8,0.0,0.49,0.77,0.36,0.01,0.15,0.4,0.45,0.27,0.61,0.0,0.0,0.14,0.41,0.35,0.24,0.73,0.38,0.49,0.12,0.13,0.19,0.16,0.0,0.16,0.14,0.02,0.55,0.78,0.83,0.11,0.93,0.28,0.12,0.22,0.57,0.16,0.64,0.36,0.62,0.65,0.51,0.27,0.23,0.34,0.33,0.52,0.52,0.02,0.63,0.0,0.24,0.41,0.5,0.58,0.08,0.11,0.12,0.13,0.87,0.13,0.44,0.42,0.53,0.42,0.68,0.45,0.37,0.63,0.0,0.04,0.28,0.52,0.14,0.46,0.71,0.98,0.07,0.06,0.05,0.05,0.09,0.14,0.16,0.17,0.5,0.29,0.5,0.0,0.0,0.13,0.44,0.57,0.73,0.64,0.02,0.12,0.1,0.0,0.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Richmondcity,9,0.12,0.45,0.85,0.02,0.73,0.27,0.38,0.47,0.3,0.36,0.14,1.0,0.34,0.51,0.16,0.36,0.41,0.77,0.53,0.34,0.32,0.5,0.29,0.19,0.32,0.38,0.13,0.42,0.32,0.4,0.35,0.63,0.43,0.23,0.51,0.35,0.43,0.73,0.57,0.82,0.81,0.56,0.23,0.25,0.34,0.25,0.51,0.5,0.12,0.62,0.09,0.35,0.44,0.51,0.6,0.38,0.42,0.44,0.48,0.62,0.32,0.47,0.4,0.47,0.47,0.51,0.42,0.45,0.67,0.0,0.09,0.81,0.44,0.75,0.31,0.38,0.2,0.38,0.31,0.35,0.38,0.41,0.47,0.57,0.46,0.68,0.65,0.28,0.11,0.3,0.46,0.49,0.53,0.57,0.76,0.08,0.25,0.73,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Newingtontown,5,0.03,0.41,0.03,0.95,0.08,0.04,0.3,0.38,0.24,0.58,0.05,1.0,0.56,0.65,0.11,0.74,0.57,0.12,0.7,0.54,0.5,0.48,0.52,0.14,0.36,0.6,0.0,0.03,0.3,0.33,0.4,0.16,0.63,0.34,0.43,0.22,0.53,0.32,0.39,0.35,0.35,0.41,0.78,0.8,0.89,0.66,0.73,0.83,0.0,0.07,0.02,0.11,0.13,0.21,0.22,0.09,0.09,0.13,0.12,0.7,0.16,0.13,0.13,0.44,0.45,0.28,0.82,0.04,0.45,0.5,0.02,0.89,0.79,0.02,0.46,0.52,0.01,0.11,0.44,0.42,0.38,0.63,0.64,0.67,0.65,0.4,0.47,0.37,0.0,0.0,0.32,0.68,0.76,0.89,0.81,0.04,0.18,0.08,0.0,0.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WisconsinRapidscity,8,0.01,0.32,0.0,0.96,0.1,0.01,0.3,0.41,0.25,0.61,0.0,0.0,0.23,0.38,0.09,0.63,0.67,0.41,0.6,0.26,0.27,0.26,0.23,0.09,0.13,0.17,0.02,0.29,0.38,0.36,0.18,0.45,0.34,0.78,0.3,0.63,0.23,0.45,0.32,0.45,0.47,0.38,0.58,0.66,0.66,0.58,0.37,0.38,0.01,0.2,0.0,0.27,0.45,0.51,0.5,0.03,0.04,0.04,0.04,0.95,0.06,0.16,0.14,0.33,0.36,0.3,0.59,0.07,0.52,0.5,0.01,0.88,0.58,0.03,0.4,0.35,0.16,0.21,0.07,0.05,0.05,0.17,0.2,0.21,0.2,0.38,0.11,0.44,0.0,0.0,0.04,0.92,0.63,0.81,0.86,0.03,0.13,0.0,0.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Simsburytown,6,0.02,0.51,0.02,0.96,0.1,0.02,0.4,0.36,0.23,0.31,0.0,0.0,0.87,0.77,0.27,0.89,0.29,0.07,0.53,0.87,0.8,0.78,0.65,0.35,0.49,0.8,0.0,0.02,0.09,0.06,0.92,0.1,0.69,0.32,0.58,0.05,0.9,0.2,0.31,0.24,0.23,0.49,0.92,0.94,0.94,0.74,0.33,0.49,0.0,0.04,0.01,0.21,0.18,0.27,0.3,0.09,0.07,0.1,0.1,0.91,0.02,0.12,0.14,0.55,0.58,0.3,0.85,0.02,0.23,0.5,0.01,0.9,0.81,0.09,0.61,0.63,0.0,0.09,0.6,0.62,0.62,0.65,0.66,0.8,0.7,0.45,0.42,0.32,0.0,0.0,0.18,0.39,0.71,0.72,0.61,0.1,0.05,0.15,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloomingtoncity,6,0.08,0.56,0.08,0.87,0.25,0.03,1.0,1.0,1.0,0.19,0.1,1.0,0.11,0.71,0.22,0.55,0.24,0.21,0.26,0.24,0.19,0.18,0.2,0.14,0.28,0.23,0.13,0.84,0.16,0.21,0.79,0.43,0.26,0.16,1.0,0.21,0.65,0.23,1.0,0.3,0.28,0.27,0.48,0.52,0.51,0.37,0.49,0.48,0.01,0.2,0.03,1.0,0.95,0.96,0.86,0.5,0.4,0.36,0.3,0.86,0.08,0.08,0.08,0.23,0.31,0.26,0.17,0.13,0.74,0.0,0.05,0.83,0.17,0.09,0.26,0.58,0.22,0.14,0.13,0.15,0.17,0.26,0.28,0.31,0.26,0.99,0.25,0.22,0.04,0.0,0.2,0.52,0.06,0.0,0.16,0.04,0.34,0.19,0.0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Perrytownship,1,0.01,0.37,0.01,0.99,0.02,0.01,0.35,0.38,0.23,0.59,0.0,0.0,0.23,0.38,0.39,0.51,0.64,0.35,0.63,0.24,0.23,0.22,0.23,0.25,0.48,0.51,0.02,0.32,0.3,0.45,0.16,0.34,0.37,0.78,0.35,0.71,0.25,0.51,0.25,0.47,0.5,0.4,0.65,0.68,0.76,0.59,0.27,0.42,0.0,0.06,0.0,0.18,0.13,0.11,0.09,0.02,0.01,0.01,0.01,0.95,0.01,0.13,0.13,0.38,0.41,0.32,0.66,0.03,0.4,0.5,0.02,0.82,0.64,0.3,0.61,0.27,0.33,0.32,0.07,0.06,0.07,0.13,0.14,0.13,0.17,0.42,0.27,0.26,0.0,0.0,0.04,0.82,0.63,0.82,0.82,0.04,0.09,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
